textual_description,label,package_name,package_version,file_names
"start entry mplatlib-1.0/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,mplatlib,1.0,setup.py
"start entry esqguipippost-2.7/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqguipippost,2.7,setup.py
"start entry esqcpugrandpong-1.41/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqcpugrandpong,1.41,setup.py
"start entry esqintcvgui-6.43/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqintcvgui,6.43,setup.py
"start entry selfinturlstudy-2.23/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfinturlstudy,2.23,setup.py
"start entry ForgyPs-2.0.0/ForgyPs/__init__.py, use long string, use base64 string, evaluate code at run-time, end of entry",1,ForgyPs,2.0.0,__init__.py
"start entry zydnitro-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,zydnitro,1.0,setup.py
"start entry requesks-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1,requesks,1.0.0,setup.py
"start entry mallodys-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,mallodys,1.0,setup.py
"start entry edgehttp-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,edgehttp,1.0,setup.py
"start entry betterstyle-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,betterstyle,1.0,setup.py
"start entry robloxpinreaderr-0.0.0/robloxpinreaderr/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,robloxpinreaderr,0.0.0,__init__.py
"start entry aioconsol-2.0/setup.py, use base64 string, use long string, end of entry",1,aioconsol,2.0,setup.py
"start entry tpstrpepLGTB-2.63/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpstrpepLGTB,2.63,setup.py
"start entry liblibpostcc-2.61/setup.py, import process module, import operating system module, use process module call, end of entry",1,liblibpostcc,2.61,setup.py
"start entry py-infohydrarandom-1.57/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-infohydrarandom,1.57,setup.py
"start entry salamus1-0.1.4/setup.py, use URL, end of entry",1,salamus1,0.1.4,setup.py
"start entry arangodb-python-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1,arangodb-python,1.0.0,setup.py
"start entry mayalbl-4/setup.py, use URL, end of entry",1,mayalbl,4,setup.py
"start entry esqloadhackednvidia-4.86/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqloadhackednvidia,4.86,setup.py
"start entry py-strnvidiamine-6.62/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-strnvidiamine,6.62,setup.py
"start entry PyYMAL-1.0.0/setup.py, import network module, import operating system module, import network module, use operating system module call, use URL, use URL, use network module call, end of entry",1,PyYMAL,1.0.0,setup.py
"start entry IncapError-7.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1,IncapError,7.0.0,setup.py
"start entry py-httphttpultra-2.34/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-httphttpultra,2.34,setup.py
"start entry requеsts-0.1.0/setup.py, use URL, use long string, use long string, evaluate code at run-time, use base64 string, end of entry",1,requеsts,0.1.0,setup.py
"start entry notsogood-0.0.2/setup.py, import network module, use network module call, use URL, end of entry",1,notsogood,0.0.2,setup.py
"start entry tpgrandencodegui-10.39/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpgrandencodegui,10.39,setup.py
"start entry esqrecpuvm-5.27/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqrecpuvm,5.27,setup.py
"start entry libvisapullpaypal-6.89/setup.py, import process module, import operating system module, use process module call, end of entry",1,libvisapullpaypal,6.89,setup.py
"start entry tryconf-0.1/setup.py, use long string, use base64 string, use long string, use base64 string, end of entry",1,tryconf,0.1,setup.py
